-1 -3.96214 0
0 -3.9531 0.00903467
1 -3.94578 0.0089943
2 -3.94537 0.0063727
3 -3.94668 0.00510561
4 -3.94739 0.00422964
5 -3.94752 0.00357697
6 -3.9474 0.00309994
7 -3.94785 0.00276933
8 -3.94825 0.00250933
9 -3.94833 0.00227138
10 -3.94862 0.00209287
11 -3.94891 0.00194672
12 -3.94907 0.00181014
13 -3.94917 0.00168797
14 -3.94925 0.00158108
15 -3.94927 0.00148527
16 -3.94942 0.00140804
17 -3.94955 0.00133806
18 -3.94973 0.00128245
19 -3.94992 0.0012349
20 -3.95 0.00118
21 -3.95002 0.00112778
22 -3.95022 0.00109725
23 -3.95028 0.00105403
24 -3.95026 0.00101279
25 -3.95017 0.000978462
26 -3.95018 0.000942881
27 -3.95016 0.000910066
28 -3.95005 0.000885072
29 -3.95002 0.000856555
30 -3.94997 0.000830845
31 -3.94993 0.00080672
32 -3.94986 0.000785663
33 -3.94978 0.000766406
34 -3.94977 0.000744989
35 -3.94981 0.000725867
36 -3.94982 0.000706532
37 -3.94976 0.00069021
38 -3.94977 0.000672739
39 -3.94978 0.000656209
40 -3.94976 0.000640565
41 -3.94979 0.000626039
42 -3.94987 0.000616826
43 -3.94994 0.000607425
44 -3.94999 0.000595951
45 -3.95 0.000583267
46 -3.95 0.000570992
47 -3.95002 0.000559477
48 -3.95007 0.000550811
49 -3.9501 0.000540601
50 -3.95019 0.000538222
51 -3.95024 0.000529883
52 -3.95027 0.00052133
53 -3.95035 0.000517093
54 -3.95041 0.000512025
55 -3.95045 0.000504141
56 -3.95045 0.000495435
57 -3.95044 0.00048713
58 -3.95044 0.00047896
59 -3.95044 0.000471043
60 -3.95042 0.000463599
61 -3.95045 0.000456828
62 -3.95048 0.000451031
63 -3.9505 0.000444561
64 -3.95055 0.000439883
65 -3.95058 0.000434412
66 -3.95064 0.000432645
67 -3.95072 0.00043411
68 -3.95078 0.00043206
69 -3.95082 0.000427585
70 -3.95083 0.000421743
71 -3.95086 0.000416911
72 -3.95086 0.000411273
73 -3.95086 0.000405786
74 -3.9509 0.000402139
75 -3.95093 0.000397992
76 -3.95097 0.000394643
77 -3.95097 0.000389719
78 -3.95097 0.000384824
79 -3.95098 0.00038011
80 -3.95098 0.000375458
81 -3.95099 0.000371081
82 -3.951 0.000366824
83 -3.95099 0.000362651
84 -3.95095 0.000360041
85 -3.95094 0.000356175
86 -3.95094 0.00035212
87 -3.95092 0.000348885
88 -3.95091 0.000345296
89 -3.9509 0.000341482
90 -3.95094 0.000339419
91 -3.95097 0.000336888
92 -3.95095 0.000333896
93 -3.95093 0.000330903
94 -3.9509 0.000328669
95 -3.95085 0.000328332
96 -3.95083 0.000326173
97 -3.95079 0.00032463
98 -3.95073 0.000326378
100 -3.59179 0
101 -3.59305 0.00126064
102 -3.59322 0.000746677
103 -3.59376 0.000753355
104 -3.59401 0.000635912
105 -3.59369 0.000606439
106 -3.5932 0.000708731
107 -3.59289 0.000689012
108 -3.59281 0.000613522
109 -3.59255 0.000605227
110 -3.59235 0.000582639
111 -3.59229 0.000535909
112 -3.59231 0.000493419
113 -3.59232 0.000457102
114 -3.59237 0.000427815
115 -3.59266 0.000495187
116 -3.59279 0.000482748
117 -3.59292 0.000474087
118 -3.59313 0.000495733
119 -3.59322 0.000479202
120 -3.59323 0.000455846
121 -3.5934 0.000466245
122 -3.5935 0.000457483
123 -3.59357 0.000443053
124 -3.59362 0.000427769
125 -3.59375 0.000431338
126 -3.59377 0.00041556
127 -3.59381 0.000402207
128 -3.59395 0.000413253
129 -3.59401 0.000403871
130 -3.59401 0.000390636
131 -3.59408 0.000385451
132 -3.59425 0.00040977
133 -3.59445 0.00044334
134 -3.59456 0.000445579
135 -3.59464 0.000439239
136 -3.59467 0.000428533
137 -3.59475 0.000424029
138 -3.59479 0.000415466
139 -3.59483 0.000407156
140 -3.59485 0.000397291
141 -3.59489 0.000390312
142 -3.59504 0.000407897
143 -3.59514 0.000411675
144 -3.59512 0.000402773
145 -3.59509 0.000395285
146 -3.59512 0.000388203
147 -3.59522 0.000393399
148 -3.5953 0.000392067
149 -3.59537 0.000391181
150 -3.59543 0.000388395
151 -3.59547 0.000382436
152 -3.59551 0.000377186
153 -3.5956 0.000382989
154 -3.59568 0.000382798
155 -3.59571 0.000377188
156 -3.59571 0.000370511
157 -3.59571 0.000364079
158 -3.5957 0.000357862
159 -3.59574 0.000354349
160 -3.59573 0.000348887
161 -3.59571 0.000343625
162 -3.59575 0.000340305
163 -3.59579 0.000337034
164 -3.59581 0.000332289
165 -3.59578 0.000328178
166 -3.59578 0.000323245
167 -3.59577 0.000318538
168 -3.59578 0.000314085
169 -3.59581 0.000310922
170 -3.59584 0.000307878
171 -3.59588 0.000306028
172 -3.59591 0.000303084
173 -3.59594 0.000301162
174 -3.59597 0.000298376
175 -3.596 0.000295472
176 -3.59601 0.00029193
177 -3.59601 0.000288209
178 -3.596 0.000284852
179 -3.59596 0.000284205
180 -3.59593 0.000282868
181 -3.59592 0.000279477
182 -3.59594 0.000277106
183 -3.59598 0.000276828
184 -3.59602 0.000276632
185 -3.59605 0.000274503
186 -3.59604 0.000271632
187 -3.59606 0.000269595
188 -3.5961 0.000268866
189 -3.59611 0.000266134
190 -3.59615 0.000267185
191 -3.59621 0.000271286
192 -3.59626 0.000272498
193 -3.59628 0.000270353
194 -3.5963 0.000268327
195 -3.59636 0.000271001
196 -3.5964 0.000271243
197 -3.59643 0.000270676
198 -3.59645 0.000268676
199 -3.59648 0.000267856
